"grande_area","modalidade","linha_de_fomento","valor"
"Outra","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","9750767"
"Engenharias","FIX - Fixação de Doutores","Bolsas de Fixação de Doutores","9729452"
"Ciências Exatas e da Terra","SWE - Doutorado Sanduíche no Exterior","APOIO A PROJETOS DE PESQUISA","9588881"
"Ciências Biológicas","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","APOIO A PROJETOS DE PESQUISA","9459709"
"Ciências Exatas e da Terra","FIX - Fixação de Doutores","Bolsas de Fixação de Doutores","9397873"
"Ciências da Saúde","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","9360000"
"Ciências Sociais Aplicadas","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","APOIO A COOPERAÇÃO INTERNACIONAL","9218609"
"Lingüística, Letras e Artes","SET - Fixação de Recursos Humanos","APOIO A PROJETOS DE PESQUISA","9105000"
"Engenharias","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","9100000"
"Ciências Exatas e da Terra","DEJ - Desenvolvimento Tecnológico e Inovação","Bolsas de Graduação","9006936"
"Outra","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","8763556"
"Ciências Exatas e da Terra","MDT - Desenvolvimento Tecnologico","Bolsas de Desenvolvimento Tecnológico e Industrial","8729880"
"Engenharias","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","8518919"
"Ciências Biológicas","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","8400000"
"Engenharias","MDC - Desenvolvimento Cientifico da Metrologia Nacional","Bolsas de Desenvolvimento Científico e Regional","8309300"
"Ciências Humanas","EXP - Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","8162000"
"Ciências Sociais Aplicadas","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","8100000"
"Indefinido","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","8020341"
"Ciências Agrárias","DTI - Desenvolvimento Tecnológico Industrial","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","7830000"
"Ciências Exatas e da Terra","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","APOIO A COOPERAÇÃO INTERNACIONAL","7799428"
"Engenharias","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","APOIO A COOPERAÇÃO INTERNACIONAL","7793540"
"Ciências Agrárias","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","7778332"
"Lingüística, Letras e Artes","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","7770000"
"Ciências da Saúde","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","7731904"
"Outra","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","7504200"
"Engenharias","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","7482000"
"Ciências Sociais Aplicadas","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","7478000"
"Ciências Agrárias","PDI - Pós-Doutorado Empresarial","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","7470000"
"Ciências da Saúde","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","7395225"
"Engenharias","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","7280000"
"Ciências Humanas","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","7260000"
"Outra","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","7064297"
"Ciências da Saúde","APE - Aperfeicoamento no Exterior","Bolsas no Exterior","6849490"
"Ciências Agrárias","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","6760000"
"Ciências Biológicas","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","6715165"
"Ciências Exatas e da Terra","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","Bolsas de Graduação","6710048"
"Lingüística, Letras e Artes","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","6680000"
"Ciências Sociais Aplicadas","PDE - Pós-Doutorado no Exterior","APOIO A PROJETOS DE PESQUISA","6658705"
"Lingüística, Letras e Artes","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","6461903"
"Engenharias","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","6405000"
"Ciências da Saúde","PDP - Pós-doutorado","Bolsas de Pós-doutorado","6400200"
"Ciências Sociais Aplicadas","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","6392331"
"Outra","AT - Apoio Técnico à Pesquisa","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","6237000"
"Ciências Biológicas","BJT - Atração de Jovens Talentos","APOIO A PROJETOS DE PESQUISA","6150000"
"Ciências Agrárias","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","APOIO A COOPERAÇÃO INTERNACIONAL","6056144"
"Engenharias","ITC - Iniciação Tecnológica em TICs","Bolsas de Iniciação Tecnológica e Industrial","6000000"
"Ciências Biológicas","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","5925000"
"Ciências da Saúde","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","5837330"
"Outra","PDP - Pós-doutorado","Bolsas de Pós-doutorado","5761125"
"Ciências Agrárias","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","5703493"
"Ciências da Saúde","DTI - Desenvolvimento Tecnológico Industrial","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","5680400"
"Ciências Sociais Aplicadas","PDI - Pós-Doutorado Empresarial","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","5610000"
"Ciências Humanas","EV - Especialista Visitante","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","5525000"
"Engenharias","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","5510000"
"Ciências Agrárias","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","5475000"
"Ciências Sociais Aplicadas","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","5370000"
"Ciências Agrárias","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","5325000"
"Ciências Humanas","ITC - Iniciação Tecnológica em TICs","Bolsas de Iniciação Tecnológica e Industrial","5300000"
"Engenharias","MDT - Desenvolvimento Tecnologico","Bolsas de Desenvolvimento Tecnológico e Industrial","5248700"
"Ciências Sociais Aplicadas","PV - Pesquisador Visitante","APOIO A PROJETOS DE PESQUISA","5200000"
"Lingüística, Letras e Artes","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","5200000"
"Ciências da Saúde","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","5170031"
"Lingüística, Letras e Artes","EXP - Extensão no País","Bolsas de Extensão em Pesquisa","5116648"
"Ciências Sociais Aplicadas","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","5035000"
"Ciências Agrárias","ATP - Apoio Técnico em Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","5034000"
"Lingüística, Letras e Artes","SPE - Estagio/Especializacao no Exterior","Estágio","4929095"
"Ciências da Saúde","PVE - Pesquisador Visitante Estrangeiro","Bolsas de Pesquisador/Especialista Visitante","4900000"
"Ciências Humanas","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","4895526"
"Ciências Exatas e da Terra","SDT - Desenvolvimento Tecnológico em Semicondutores","Bolsas de Desenvolvimento Tecnológico e Industrial","4774500"
"Ciências Exatas e da Terra","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","4742665"
"Ciências da Saúde","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","4700000"
"Ciências Sociais Aplicadas","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","4585900"
"Ciências Humanas","BSP - Bolsa Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","4582596"
"Ciências da Saúde","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","4417200"
"Ciências Agrárias","SWE - Doutorado Sanduíche no Exterior","APOIO A PROJETOS DE PESQUISA","4387196"
"Ciências Humanas","SWE - Doutorado Sanduíche no Exterior","APOIO A PROJETOS DE PESQUISA","4384164"
"Ciências Exatas e da Terra","ITC - Iniciação Tecnológica em TICs","Bolsas de Iniciação Tecnológica e Industrial","4370050"
"Ciências Biológicas","EJR - Estágio Júnior no Exterior","Bolsas no Exterior","4261907"
"Ciências da Saúde","ITC - Iniciação Tecnológica em TICs","Bolsas de Iniciação Tecnológica e Industrial","4200000"
"Ciências Agrárias","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","4191251"
"Lingüística, Letras e Artes","PDP - Pós-doutorado","Bolsas de Pós-doutorado","4191142"
"Ciências Sociais Aplicadas","ITC - Iniciação Tecnológica em TICs","Bolsas de Iniciação Tecnológica e Industrial","4100000"
"Ciências Humanas","PDP - Pós-doutorado","Bolsas de Pós-doutorado","4099642"
"Ciências Agrárias","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","3960000"
"Ciências Biológicas","PDT - Pós-doutorado Especial em Taxonomia","Bolsas de Pós-doutorado","3869462"
"Ciências Exatas e da Terra","EJR - Estágio Júnior no Exterior","Bolsas no Exterior","3740582"
"Engenharias","MSP - Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","3736141"
"Ciências Biológicas","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","3700000"
"Ciências Exatas e da Terra","MEP - Treinamento no Pais","Bolsa de Cota (Curta Dur.)","3689170"
"Ciências Sociais Aplicadas","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","3688920"
"Ciências Sociais Aplicadas","PDP - Pós-doutorado","Bolsas de Pós-doutorado","3647012"
"Ciências Exatas e da Terra","MSP - Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","3613926"
"Outra","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","3560000"
"Tecnologias","DTI - Desenvolvimento Tecnológico Industrial","APOIO A PROJETOS DE PESQUISA","3530000"
"Ciências Agrárias","EXP - Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","3510000"
"Ciências Sociais Aplicadas","GDE - Doutorado no Exterior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","3497825"
"Ciências Humanas","EJR - Estágio Júnior no Exterior","Bolsas no Exterior","3339839"
"Ciências Agrárias","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","3338015"
"Ciências Agrárias","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","3337800"
"Ciências Sociais Aplicadas","SPE - Estagio/Especializacao no Exterior","Estágio","3294793"
"Ciências Sociais Aplicadas","PDJ - Pós-Doutorado Júnior","APOIO A COOPERAÇÃO INTERNACIONAL","3290000"
"Tecnologias","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","3285000"
"Ciências Biológicas","MDC - Desenvolvimento Cientifico da Metrologia Nacional","Bolsas de Desenvolvimento Científico e Regional","3274880"
"Ciências Biológicas","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","3255188"
"Ciências Biológicas","EV - Especialista Visitante","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","3250000"
"Lingüística, Letras e Artes","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","3190640"
"Ciências da Saúde","EJR - Estágio Júnior no Exterior","Bolsas no Exterior","3165155"
"Outra","PD - Pós-doutorado","Bolsas de Pós-doutorado","3142272"
"Tecnologias","GD - Doutorado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","3117640"
"Ciências Biológicas","SPE - Estagio/Especializacao no Exterior","Estágio","3040582"
"Engenharias","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","3022758"
"Outra","DEJ - Desenvolvimento Tecnológico e Inovação","Bolsas de Graduação","3003522"
"Outra","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","2940000"
"Tecnologias","SWE - Doutorado Sanduíche no Exterior","Bolsas de Doutorado","2864807"
"Ciências Exatas e da Terra","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","2831800"
"Ciências Agrárias","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","2774599"
"Ciências Exatas e da Terra","MAT - Apoio Tecnico","Bolsas de Apoio Técnico","2767120"
"Ciências Agrárias","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","2756000"
"Ciências Sociais Aplicadas","PSF - Pesquisador Visitante Senior FIOCRUZ","Bolsas de Pesquisador/Especialista Visitante","2738336"
"Ciências da Saúde","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","2689504"
"Ciências Exatas e da Terra","DES - Desenvolvimento Tecnológico e Inovação","Bolsas de Graduação","2638904"
"Ciências da Saúde","PCI - Programa de Capacitação Institucional","Bolsas de Desenvolvimento Tecnológico e Industrial","2637690"
"Engenharias","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","Bolsas de Graduação","2611792"
"Engenharias","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","2600000"
"Ciências Agrárias","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","2400000"
"Lingüística, Letras e Artes","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","2361900"
"Ciências Agrárias","ITC - Iniciação Tecnológica em TICs","Bolsas de Iniciação Tecnológica e Industrial","2350000"
"Ciências Agrárias","BSP - Bolsa Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","2325341"
"Indefinido","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","2280000"
"Engenharias","PAV - Bolsa Pesquisador-Avaliador","Indefinido","2249720"
"Ciências Biológicas","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","2216700"
"Ciências Humanas","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","2208960"
"Indefinido","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","2208800"
"Engenharias","ATP - Apoio Técnico em Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","2158000"
"Tecnologias","GM - Mestrado","APOIO A PROJETOS DE PESQUISA","2130000"
"Ciências Sociais Aplicadas","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","2059229"
"Ciências Agrárias","PCI - Programa de Capacitação Institucional","Bolsas de Desenvolvimento Tecnológico e Industrial","2043200"
"Ciências Exatas e da Terra","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","2030000"
"Lingüística, Letras e Artes","ITC - Iniciação Tecnológica em TICs","Bolsas de Iniciação Tecnológica e Industrial","1950000"
"Ciências Humanas","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","1935000"
"Ciências Biológicas","MDT - Desenvolvimento Tecnologico","Bolsas de Desenvolvimento Tecnológico e Industrial","1881080"
"Lingüística, Letras e Artes","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","1736700"
"Tecnologias","DT - Produtividade Desen. Tec. e Extensão Inovadora","0.0 - Problemas Encontrar Modalidade Processo","1720000"
"Ciências Biológicas","VFJ - Pesquisador Visitante FIOCRUZ Júnior","Bolsas de Pós-doutorado","1712700"
"Ciências Humanas","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","1700000"
"Ciências Humanas","ITI - Iniciação Tecnológica Industrial","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","1650000"
"Ciências Sociais Aplicadas","PAV - Bolsa Pesquisador-Avaliador","Indefinido","1645680"
"Ciências Agrárias","EJR - Estágio Júnior no Exterior","Bolsas no Exterior","1528395"
"Engenharias","MAT - Apoio Tecnico","Bolsas de Apoio Técnico","1472220"
"Ciências Agrárias","SPE - Estagio/Especializacao no Exterior","Estágio","1444492"
"Ciências da Saúde","IT - Iniciação Tecnológica","APOIO A PROJETOS DE PESQUISA","1400000"
"Ciências Biológicas","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","1395720"
"Ciências Biológicas","SWI - Doutorado-Sanduiche Empresarial","Bolsas de Doutorado","1390000"
"Outra","ITC - Iniciação Tecnológica em TICs","Bolsas de Iniciação Tecnológica e Industrial","1350000"
"Engenharias","MEP - Treinamento no Pais","Bolsa de Cota (Curta Dur.)","1306231"
"Ciências Humanas","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","1170000"
"Outra","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","1165200"
"Ciências Exatas e da Terra","MIT - Iniciacao Tecnologica","Bolsas de Iniciação Tecnológica e Industrial","1141860"
"Ciências Biológicas","MAT - Apoio Tecnico","Bolsas de Apoio Técnico","1099580"
"Indefinido","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","1059900"
"Ciências Biológicas","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","1052400"
"Ciências Sociais Aplicadas","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","1050000"
"Lingüística, Letras e Artes","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","1021000"
"Ciências Biológicas","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","960000"
"Ciências Biológicas","EVF - Especialista Visitante FIOCRUZ","Bolsas de Pesquisador/Especialista Visitante","936536"
"Ciências da Saúde","VFJ - Pesquisador Visitante FIOCRUZ Júnior","Bolsas de Pós-doutorado","930600"
"Ciências Humanas","SWI - Doutorado Sanduíche Empresarial","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","930000"
"Outra","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","924000"
"Lingüística, Letras e Artes","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","910000"
"Ciências da Saúde","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","900000"
"Ciências Sociais Aplicadas","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","881812"
"Outra","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","867900"
"Lingüística, Letras e Artes","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","850000"
"Ciências Humanas","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","754363"
"Engenharias","MIT - Iniciacao Tecnologica","Bolsas de Iniciação Tecnológica e Industrial","724690"
"Ciências da Saúde","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","704884"
"Ciências da Saúde","EVF - Especialista Visitante FIOCRUZ","Bolsas de Pesquisador/Especialista Visitante","702000"
"Engenharias","SEV - Especialista Visitante","Bolsas de Desenvolvimento Tecnológico e Industrial","657800"
"Ciências Agrárias","VFJ - Pesquisador Visitante FIOCRUZ Júnior","Bolsas de Pós-doutorado","656700"
"Ciências Exatas e da Terra","VFJ - Pesquisador Visitante FIOCRUZ Júnior","Bolsas de Pós-doutorado","633600"
"Ciências Exatas e da Terra","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","627840"
"Outra","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","624960"
"Lingüística, Letras e Artes","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","620000"
"Engenharias","EP - Bolsa de Treinamento no Pais","Bolsas de Iniciação Tecnológica e Industrial","579612"
"Ciências da Saúde","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","578017"
"Indefinido","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","542331"
"Lingüística, Letras e Artes","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","527371"
"Indefinido","PQ - Produtividade em Pesquisa","Bolsas de Produtividade em Pesquisa e Tecnologia","526667"
"Ciências Agrárias","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","513000"
"Lingüística, Letras e Artes","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","510000"
"Outra","SEV - Especialista Visitante","Bolsas de Desenvolvimento Tecnológico e Industrial","486700"
"Tecnologias","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","483000"
"Ciências da Saúde","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","480000"
"Ciências Biológicas","MIT - Iniciacao Tecnologica","Bolsas de Iniciação Tecnológica e Industrial","478620"
"Engenharias","MEV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","455400"
"Lingüística, Letras e Artes","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","445350"
"Engenharias","VFJ - Pesquisador Visitante FIOCRUZ Júnior","Bolsas de Pós-doutorado","442200"
"Não informado","DTI - Desenvolvimento Tecnológico Industrial","APOIO A PROJETOS DE PESQUISA","440000"
"Tecnologias","APQ - Auxílio a Pesquisa","Apoio a Projetos de Pesquisas","405376"
"Ciências Agrárias","MDC - Desenvolvimento Cientifico da Metrologia Nacional","Bolsas de Desenvolvimento Científico e Regional","399760"
"Ciências Biológicas","PAV - Bolsa Pesquisador-Avaliador","Indefinido","395380"
"Lingüística, Letras e Artes","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","390000"
"Ciências Agrárias","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","368100"
"Ciências Biológicas","VFP - Pesquisador Visitante FIOCRUZ Pleno","Bolsas de Pesquisador/Especialista Visitante","360000"
"Engenharias","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","350000"
"Outra","PAV - Bolsa Pesquisador-Avaliador","Indefinido","347980"
"Lingüística, Letras e Artes","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","344396"
"Ciências Humanas","PAV - Bolsa Pesquisador-Avaliador","Indefinido","333520"
"Não informado","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","320000"
"Ciências da Saúde","ATP - Apoio Técnico em Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","308000"
"Ciências Agrárias","PAV - Bolsa Pesquisador-Avaliador","Indefinido","303600"
"Outra","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","300000"
"Ciências da Saúde","VFP - Pesquisador Visitante FIOCRUZ Pleno","Bolsas de Pesquisador/Especialista Visitante","288000"
"Lingüística, Letras e Artes","ADC - Apoio à Difusão do Conhecimento","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","286000"
"Engenharias","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","268560"
"Outra","MDT - Desenvolvimento Tecnologico","Bolsas de Desenvolvimento Tecnológico e Industrial","267880"
"Ciências Humanas","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","267250"
"Indefinido","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","251150"
"Tecnologias","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","245000"
"Ciências Humanas","PVE - Pesquisador Visitante Estrangeiro","Bolsas de Pesquisador/Especialista Visitante","224000"
"Tecnologias","PDJ - Pós-doutorado Júnior","Bolsas de Pós-doutorado","159000"
"Outra","MDC - Desenvolvimento Cientifico da Metrologia Nacional","Bolsas de Desenvolvimento Científico e Regional","155400"
"Indefinido","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","150000"
"Ciências Sociais Aplicadas","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","147600"
"Lingüística, Letras e Artes","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","135300"
"Lingüística, Letras e Artes","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","127800"
"Outra","MAT - Apoio Tecnico","Bolsas de Apoio Técnico","126800"
"Ciências Humanas","VFJ - Pesquisador Visitante FIOCRUZ Júnior","Bolsas de Pós-doutorado","118800"
"Indefinido","IC - Iniciação Científica","Bolsas de Iniciação Científica","114400"
"Ciências Agrárias","PDT - Pós-doutorado Especial em Taxonomia","Bolsas de Pós-doutorado","113000"
"Outra","DDC - Bolsa de Divulgação e Disseminação Científica","Bolsas de Extensão em Pesquisa","112000"
"Ciências Exatas e da Terra","SEV - Especialista Visitante","Bolsas de Desenvolvimento Tecnológico e Industrial","108000"
"Engenharias","SIT - Iniciação Tecnológica em Semicondutores","Bolsas de Iniciação Tecnológica e Industrial","100000"
"Ciências Humanas","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","94300"
"Ciências Sociais Aplicadas","VFJ - Pesquisador Visitante FIOCRUZ Júnior","Bolsas de Pós-doutorado","92400"
"Ciências da Saúde","ITS - Interiorização do Trabalho em Saúde","Bolsas de Produtividade em Pesquisa e Tecnologia","86840"
"Ciências Agrárias","MAT - Apoio Tecnico","Bolsas de Apoio Técnico","86400"
"Tecnologias","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","86200"
"Outra","SIT - Iniciação Tecnológica em Semicondutores","Bolsas de Iniciação Tecnológica e Industrial","82000"
"Ciências Sociais Aplicadas","MPE - Mestrado Profissional no Exterior","Bolsas no Exterior","79551"
"Ciências Exatas e da Terra","MEV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","74400"
"Ciências da Saúde","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","Bolsas de Graduação","72440"
"Engenharias","SWI - Doutorado-Sanduiche Empresarial","Bolsas de Doutorado","71766"
"Ciências da Saúde","PAV - Bolsa Pesquisador-Avaliador","Indefinido","54872"
"Ciências Exatas e da Terra","VFP - Pesquisador Visitante FIOCRUZ Pleno","Bolsas de Pesquisador/Especialista Visitante","48000"
"Ciências Agrárias","FIX - Fixação de Doutores","Bolsas de Fixação de Doutores","47112"
"Ciências Sociais Aplicadas","FIX - Fixação de Doutores","Bolsas de Fixação de Doutores","47112"
