"grande_area","area","subarea","valor"
"Ciências Agrárias","Agronomia","Agrometeorologia","804144682"
"Ciências Humanas","Psicologia","Fundamentos e Medidas da Psicologia","801645762"
"Ciências Exatas e da Terra","Química","Química de Interfaces","796873625"
"Ciências Sociais Aplicadas","Comunicação","Comunicação","794207962"
"Ciências Biológicas","Microbiologia","Não informado","793599030"
"Ciências Sociais Aplicadas","Ciência da Informação","Teoria da Informação","789277063"
"Engenharias","Engenharia Aeroespacial","Satélites e Outros Dispositivos Aeroespaciais","788056969"
"Ciências Exatas e da Terra","Ciência da Computação","Software Básico","783052006"
"Ciências da Saúde","Farmácia","Fisiopatologia e diagnóstico laboratorial","775494814"
"Lingüística, Letras e Artes","Letras","Literaturas Estrangeiras Modernas","774962116"
"Outra","Tecnologia e Inovação","Tecnologia e Inovação","772138183"
"Engenharias","Engenharia Naval e Oceânica","Projeto de Navios e de Sistemas Oceânicos","767941089"
"Engenharias","Engenharia Civil","Rodovias; Projeto e Construção","765934650"
"Ciências Humanas","Filosofia","Epistemologia","764963514"
"Ciências Agrárias","Medicina Veterinária","Doenças Parasitárias de Animais","764651119"
"Engenharias","Engenharia de Produção","Estudo de Mercado","761665703"
"Ciências Exatas e da Terra","Física","Ótica","753061044"
"Ciências da Saúde","Odontologia","Odontologia","752699527"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Avaliação e Controle de Qualidade de Alimentos","742276231"
"Engenharias","Robótica, Mecatrônica e Automação","Não informado","740344362"
"Engenharias","Engenharia Mecânica","Transferência de Calor","740211517"
"Ciências Exatas e da Terra","Química","Química Bio-Inorgânica","739729319"
"Lingüística, Letras e Artes","Artes","Teatro","733529888"
"Engenharias","Engenharia Aeroespacial","Aerodinâmica","733374708"
"Ciências Biológicas","Fisiologia","Fisiologia Endócrina","733301115"
"Engenharias","Engenharia Aeroespacial","Estruturas Aeroespaciais","733189656"
"Engenharias","Engenharia de Produção","Garantia de Controle de Qualidade","731503764"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Métodos e Técnicas do Planejamento Urbano e Regional","730002693"
"Ciências da Saúde","Odontologia","Endodontia","725527507"
"Ciências Exatas e da Terra","Física","Superfícies e Interfaces; Películas e Filamentos","724823997"
"Ciências Humanas","História","Teoria e Filosofia da História","720754053"
"Ciências Biológicas","Microbiologia","Microbiologia","719528457"
"Ciências Agrárias","Medicina Veterinária","Saúde Animal (Programas Sanitários)","718502791"
"Ciências Exatas e da Terra","Ciência da Computação","Hardware","718294664"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Serviços Urbanos e Regionais","717885247"
"Ciências Sociais Aplicadas","Comunicação","Relações Públicas e Propaganda","712786412"
"Ciências Exatas e da Terra","Astronomia","Instrumentação Astronômica","712302326"
"Ciências Exatas e da Terra","Geociências","Paleontologia Estratigráfica","704568040"
"Ciências Sociais Aplicadas","Museologia","Não informado","703498421"
"Ciências Exatas e da Terra","Geociências","Geocronologia","703305176"
"Ciências Exatas e da Terra","Geociências","Sensoriamento Remoto","699524312"
"Lingüística, Letras e Artes","Artes","Artes Plásticas","698838817"
"Ciências Exatas e da Terra","Química","Físico Química Inorgânica","698082629"
"Ciências Humanas","Filosofia","Filosofia","689470391"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Microbiologia de Alimentos","687554406"
"Ciências Humanas","Sociologia","Sociologia Urbana","685338105"
"Ciências da Saúde","Fonoaudiologia","Não informado","681417114"
"Engenharias","Engenharia Elétrica","Materiais e Componentes Semicondutores","674435620"
"Engenharias","Engenharia Sanitária","Residuos Sólidos, Domésticos e Industriais","673872541"
"Ciências Humanas","Educação","Educação Permanente","672448680"
"Ciências Sociais Aplicadas","Direito","Teoria do Direito","666517420"
"Ciências Humanas","Educação","História da Educação","665705101"
"Ciências da Saúde","Medicina","Pediatria","665350671"
"Ciências Humanas","História","História Antiga e Medieval","662888754"
"Engenharias","Engenharia Civil","Mecânicas dos Solos","662040420"
"Ciências Exatas e da Terra","Geociências","Geologia Ambiental","659478646"
"Engenharias","Engenharia Nuclear","Engenharia Nuclear","657098532"
"Engenharias","Engenharia de Minas","Pesquisa Mineral","654251551"
"Engenharias","Engenharia Elétrica","Medição, Controle, Correção e Proteção de Sistemas Elétricos  de Potência","653117128"
"Lingüística, Letras e Artes","Artes","Fundamentos e Crítica das Artes","650889609"
"Ciências da Saúde","Medicina","Nefrologia","648958424"
"Engenharias","Engenharia Elétrica","Teoria Geral dos Circuitos Elétricos","645201021"
"Ciências Agrárias","Medicina Veterinária","Clínica Veterinária","644302855"
"Ciências Sociais Aplicadas","Economia","Teoria Econômica","643969223"
"Engenharias","Engenharia Química","Balanços Globais de Matéria e Energia","643280356"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Tecnologia de Produtos de Origem Vegetal","641860659"
"Ciências Sociais Aplicadas","Economia","Economia do Bem-Estar Social","641813190"
"Ciências Exatas e da Terra","Geociências","Geodésia","634863353"
"Ciências Sociais Aplicadas","Economia","Economia Regional e Urbana","634566362"
"Ciências Sociais Aplicadas","Economia","Métodos Quantitativos em Economia","629289869"
"Engenharias","Engenharia Elétrica","Circuitos Elétricos,  Magnéticos e Eletrônicos","628258397"
"Ciências Agrárias","Engenharia Agrícola","Construções Rurais e Ambiência","621868953"
"Engenharias","Engenharia Aeroespacial","Aviões","618922022"
"Engenharias","Engenharia Elétrica","Sistemas Eletrônicos de Medida e de Controle","614975825"
"Ciências Sociais Aplicadas","Economia","Crescimento, Flutuações e Planejamento Econômico","612506184"
"Ciências da Saúde","Enfermagem","Enfermagem Médico-Cirúrgica","611484217"
"Ciências Biológicas","Morfologia","Anatomia","611195410"
"Lingüística, Letras e Artes","Letras","Língua Portuguesa","608707476"
"Lingüística, Letras e Artes","Lingüística","Sociolingüística e Dialetologia","607514657"
"Ciências Biológicas","Botânica","Morfologia Vegetal","607270610"
"Engenharias","Engenharia Civil","Hidrologia","603402081"
"Tecnologias","Meio Ambiente e Sustentabilidade","Não informado","599482000"
"Ciências Agrárias","Engenharia Agrícola","Conservação de Solo e Água","593278078"
"Engenharias","Engenharia Biomédica","Processamento de Sinais Biológicos","590223189"
"Engenharias","Engenharia Elétrica","Eletrônica Industrial","585017689"
"Engenharias","Engenharia Sanitária","Controle da Poluição","584894760"
"Tecnologias","Biotecnologia","Não informado","582756640"
"Ciências Biológicas","Farmacologia","Farmacologia","582210661"
"Ciências Exatas e da Terra","Geociências","Geociências","580864856"
"Ciências Biológicas","Fisiologia","Fisiologia Comparada","578283592"
"Engenharias","Engenharia de Materiais e Metalúrgica","Propriedades Mecânicas dos Metais e Ligas","577428451"
"Engenharias","Engenharia Química","Processos Inorgânicos","575027810"
"Ciências Exatas e da Terra","Física","Física Clássica e Física Quântica; Mecânica e Campos","573535041"
"Engenharias","Engenharia Civil","Instalações Prediais","572595685"
"Ciências Sociais Aplicadas","Arquitetura e Urbanismo","História da Arquitetura e Urbanismo","571319806"
"Engenharias","Engenharia Mecânica","Princípios Variacionais e Métodos Numéricos","569667211"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Tecnologia de Produtos de Origem Animal","568731805"
"Ciências Humanas","Psicologia","Psicologia do Trabalho e Organizacional","567388505"
"Ciências Humanas","Arqueologia","Arqueologia Histórica","564349389"
"Tecnologias","Tecnologias de Produção Industrial e de Serviços","Não informado","552308000"
"Ciências Biológicas","Biofísica","Biofísica","548807053"
"Ciências da Saúde","Enfermagem","Enfermagem em Saúde Mental","548505934"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Recuperação de Areas Degradadas","548427820"
"Engenharias","Engenharia Aeroespacial","Combustão e Escoamento com Reações Químicas","545600917"
"Ciências Exatas e da Terra","Geociências","Geomorfologia","545520274"
"Ciências Biológicas","Biomedicina","Não informado","544630742"
"Ciências Biológicas","Farmacologia","Farmacologia Cardiorenal","544458668"
"Ciências da Saúde","Medicina","Radiologia Médica","543585293"
"Ciências Sociais Aplicadas","Arquitetura e Urbanismo","Adequação Ambiental","542805648"
"Ciências Exatas e da Terra","Química","Química do Estado Condensado","541046917"
"Engenharias","Engenharia Sanitária","Técnicas Avançadas de Tratamento de Águas","537734162"
"Tecnologias","Tecnologias Médicas e da Saúde","Não informado","534733633"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Dendrometria e Inventário Florestal","534449908"
"Engenharias","Engenharia Mecânica","Controle de Sistemas Mecânicos","531221018"
"Engenharias","Engenharia Mecânica","Análise de Tensões","530910972"
"Ciências Agrárias","Engenharia Agrícola","Engenharia Agrícola","530669330"
"Ciências Agrárias","Agronomia","Produção e Beneficiamento de Sementes","528887338"
"Ciências Exatas e da Terra","Geociências","Estratigrafia","525027995"
"Engenharias","Engenharia Mecânica","Robotização","524869435"
"Engenharias","Engenharia Mecânica","Fundamentos Gerais de Projetos das Máquinas","518968401"
"Ciências da Saúde","Enfermagem","Enfermagem em Saúde da Criança e do Adolescente","517885799"
"Ciências Sociais Aplicadas","Administração","Administração","516239779"
"Ciências Humanas","Educação","Tecnologia Educacional","515065490"
"Engenharias","Engenharia de Transportes","Operações de Transportes","514813678"
"Tecnologias","Tecnologias Agrárias","Não informado","510981000"
"Engenharias","Engenharia Civil","Hidráulica","510918574"
"Lingüística, Letras e Artes","Artes","Cinema","510040345"
"Ciências Humanas","Antropologia","Antropologia das Populações Afro-Brasileiras","509336192"
"Ciências Humanas","Educação","Educação Rural","504646648"
"Ciências Exatas e da Terra","Química","Eletroanalítica","503349503"
"Ciências Exatas e da Terra","Astronomia","Cosmologia","503118051"
"Ciências Sociais Aplicadas","Turismo","Não informado","503028111"
"Engenharias","Engenharia de Materiais e Metalúrgica","Corrosão","501184617"
"Ciências Exatas e da Terra","Física","Relatividade e Gravitação","499245533"
"Engenharias","Engenharia Química","Alimentos","495864504"
"Ciências Humanas","Sociologia","Fundamentos da Sociologia","494627002"
"Engenharias","Engenharia Biomédica","Biomateriais e Materiais Biocompatíveis","493179508"
"Ciências Exatas e da Terra","Física","Áreas Clássicas de Fenomenologia e suas Aplicações","490176560"
"Ciências Humanas","Antropologia","Antropologia Rural","490010789"
"Engenharias","Engenharia Nuclear","Instrumentação para Medida e Controle de Radiação","489588067"
"Ciências da Saúde","Enfermagem","Enfermagem Pediátrica","487775279"
"Ciências da Saúde","Medicina","Ginecologia e Obstetrícia","482586456"
"Lingüística, Letras e Artes","Lingüística","Psicolingüística","482213024"
"Engenharias","Engenharia Elétrica","Circuitos Magnéticos , Magnetismos e Eletromagnetismos","479320060"
"Ciências Exatas e da Terra","Geociências","Meteorologia Aplicada","478377743"
"Ciências Agrárias","Agronomia","Não informado","473842200"
"Lingüística, Letras e Artes","Letras","Outras Literaturas Vernáculas","473802608"
"Ciências Agrárias","Agronomia","Microbiologia Agrícola","471860341"
"Ciências Humanas","Ciência Política","Teoria Política","469672858"
"Ciências Biológicas","Farmacologia","Etnofarmacologia","469547591"
"Engenharias","Engenharia Elétrica","Máquinas Elétricas e Dispositivos de Potência","465136709"
"Engenharias","Engenharia Mecânica","Maquinas de Usinagem e Conformação","463812739"
"Ciências da Saúde","Enfermagem","Enfermagem","460881532"
"Ciências Sociais Aplicadas","Administração","Planejamento em Ciência e Tecnologia","460486864"
"Lingüística, Letras e Artes","Artes","Desenho","455937562"
"Ciências Agrárias","Medicina Veterinária","Fisiopatologia da Reprodução Animal","454790674"
"Tecnologias","Tecnologias Digitais","Não informado","453780000"
"Ciências da Saúde","Farmácia","Análise e Controle e Medicamentos","452857470"
"Ciências Agrárias","Agronomia","Química do Solo","449490767"
"Ciências Exatas e da Terra","Química","Instrumentação Analítica","447351759"
"Ciências Humanas","Educação","Administração Educacional","447041600"
"Ciências Humanas","Geografia","Geografia","446350310"
"Ciências Biológicas","Parasitologia","Helmintologia de Parasitos","445050241"
"Ciências Biológicas","Microbiologia","Bacteriologia","442669762"
"Ciências Exatas e da Terra","Química","Físico-Química Orgânica","439812758"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Manejo e Conservação de Recursos Pesqueiros Marinhos","438112354"
"Engenharias","Engenharia Aeroespacial","Engenharia Aeroespacial","437453646"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Energia de Biomassa Florestal","436903861"
"Ciências Agrárias","Zootecnia","Manejo de Animais","432765270"
"Ciências Exatas e da Terra","Geociências","Geotectônica","431673905"
"Ciências Agrárias","Agronomia","Matologia","431221557"
"Ciências Sociais Aplicadas","Economia","Economia Regional","430593888"
"Ciências Biológicas","Biotecnologia","Novas Drogas Terapêuticas","430274589"
"Engenharias","Engenharia de Materiais e Metalúrgica","Extração e Transformação de Materiais","430255814"
"Engenharias","Engenharia Mecânica","Elementos de Máquinas","427284143"
"Ciências Exatas e da Terra","Física","Transp. Eletrônicos e Prop. Elétricas de Superfícies; Interfaces e Películas","427178741"
"Ciências Humanas","História","História da América","423007500"
"Engenharias","Engenharia de Materiais e Metalúrgica","Tratamentos Térmicos, Mecânicos e Químicos","422666252"
"Tecnologias","Tecnologias de Materiais","Não informado","422314000"
"Ciências Exatas e da Terra","Ciência da Computação","Lógicas e Semântica de Programas","418975424"
"Engenharias","Engenharia de Minas","Lavra a Céu Aberto","418020700"
"Ciências da Saúde","Enfermagem","Enfermagem em Saúde da Mulher","414761128"
"Ciências Biológicas","Imunologia","Imunologia","414743975"
"Engenharias","Engenharia Biomédica","Instrumentação Odontológica e Médico-Hospitalar","411772491"
"Engenharias","Engenharia Mecânica","Aproveitamento de Energia","410780175"
"Ciências Sociais Aplicadas","Direito","Direito Privado","410698190"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Genética e Melhoramento Florestal","410389968"
"Engenharias","Engenharia Mecânica","Estática e Dinâmica Aplicada","409666505"
"Ciências da Saúde","Enfermagem","Enfermagem na Gestão e Gerenciamento","409031458"
"Lingüística, Letras e Artes","Artes","Educação Artística","408629518"
"Ciências Exatas e da Terra","Química","Campos de Coordenação","407993776"
"Engenharias","Engenharia de Produção","Suprimentos","407232717"
"Outra","Microeletrônica","Projeto","404196000"
"Ciências Exatas e da Terra","Química","Não informado","401347501"
"Engenharias","Engenharia de Energia","Energia de Biomassa","401186698"
"Ciências Exatas e da Terra","Astronomia","Astrofísica do Sistema Solar","399641706"
"Ciências Biológicas","Bioquímica","Glicídeos","399098353"
"Ciências Humanas","Educação","Ensino Profissionalizante","398752238"
"Engenharias","Engenharia de Materiais e Metalúrgica","Soldagem","394694936"
"Ciências Sociais Aplicadas","Comunicação","Rádio e Televisão","393554733"
"Ciências Exatas e da Terra","Astronomia","Astronomia","393297718"
"Ciências Agrárias","Agronomia","Produção de Mudas","388309525"
"Ciências Agrárias","Medicina Veterinária","Patologia Clínica Animal","388042559"
"Tecnologias","Biotecnologia (Tecnologias)","Biotecnologia (Tecnologias)","386171311"
"Ciências Humanas","Arqueologia","Teoria e Método em Arqueologia","385087499"
"Engenharias","Engenharia Civil","Fundações e Escavações","380867101"
"Ciências Biológicas","Parasitologia","Parasitologia","380781739"
"Engenharias","Engenharia de Materiais e Metalúrgica","Estrutura dos Metais e Ligas","378436713"
"Engenharias","Engenharia de Produção","Análise de Custos","378253280"
"Ciências Sociais Aplicadas","Serviço Social","Serviço Social","377358940"
"Engenharias","Engenharia Naval e Oceânica","Hidrodinâmica de Navios e Sistemas Oceânicos","376927985"
"Ciências Exatas e da Terra","Matemática","Análise Numérica","372594907"
"Ciências Sociais Aplicadas","Economia","Economia Agrária","371475912"
"Ciências Humanas","Geografia","Geografia Urbana","371470663"
"Ciências da Saúde","Medicina","Neurocirurgia","368452493"
"Engenharias","Engenharia de Produção","Avaliação de Projetos","368105668"
"Engenharias","Engenharia Sanitária","Engenharia Sanitária","367305502"
"Ciências Biológicas","Botânica","Anatomia Vegetal","366929320"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Engenharia de Pesca","365791785"
"Ciências Humanas","História","História do Brasil República","364612125"
"Ciências Humanas","Ciência Política","Relações Internacionais, Bilaterais e Multilaterais","364377718"
"Engenharias","Microeletrônica","Dispositivos","363314447"
"Tecnologias","Energia","Não informado","362042000"
"Tecnologias","Tecnologias Sociais e Educacionais","Não informado","361915120"
"Ciências Agrárias","Medicina Veterinária","Clínica Cirúrgica Animal","360755111"
"Ciências Agrárias",NULL,"Ciências Agrárias","359199412"
"Engenharias","Engenharia Sanitária","Microbiologia Aplicada e Engenharia Sanitária","357852618"
"Ciências Sociais Aplicadas","Economia","Economia Industrial","357308304"
"Ciências Humanas","Educação","Métodos e Técnicas de Ensino","357154284"
"Ciências Exatas e da Terra","Matemática","Geometria Algébrica","357068206"
"Ciências Biológicas","Biofísica","Radiologia e Fotobiologia","350969287"
"Engenharias","Engenharia de Materiais e Metalúrgica","Propriedades Físicas dos Metais e Ligas","349513514"
"Engenharias","Engenharia de Materiais e Metalúrgica","Metalurgia de Pó","348820250"
"Ciências Sociais Aplicadas","Arquitetura e Urbanismo","Paisagismo","348138540"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Manejo e Conservação de Recursos Pesqueiros de Águas Interiores","347516394"
"Engenharias","Engenharia Elétrica","Instrumentação Eletrônica","346391739"
"Engenharias","Engenharia Aeroespacial","Projeto de Estruturas Aeroespaciais","345622538"
"Ciências Sociais Aplicadas","Direito","Direito","345128992"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Recursos Florestais e Engenharia Florestal","344759010"
"Ciências Humanas","Filosofia","Lógica","344474188"
"Outra","Ciências","Ciências","342657863"
"Ciências da Saúde","Medicina","Oftalmologia","341443657"
"Engenharias","Engenharia Civil","Pavimentos","339781479"
"Ciências Humanas","Educação","Educação Especial","338688803"
"Ciências Sociais Aplicadas","Desenho Industrial","Desenho Industrial","336407407"
"Ciências Sociais Aplicadas","Economia","Crescimento e Desenvolvimento Econômico","336217832"
"Ciências Exatas e da Terra","Física","Não informado","333429677"
"Ciências Exatas e da Terra","Geociências","Mineralogia","333032395"
"Ciências da Saúde","Enfermagem","Enfermagem Psiquiátrica","332945136"
"Ciências Agrárias","Zootecnia","Ecologia dos Animais Domésticos e Etologia","332884947"
"Ciências Exatas e da Terra","Probabilidade e Estatística","Probabilidade","331364521"
"Ciências Humanas","Ciência Política","Ciência Política","329690173"
"Ciências Exatas e da Terra","Física","Propriedades de Partículas Específicas e Ressonâncias","323289235"
"Ciências Biológicas",NULL,"Ciências Biológicas","322750831"
"Ciências Exatas e da Terra","Física","Física dos Fluídos, Física de Plasmas e Descargas Elétricas","321441762"
"Ciências da Saúde","Medicina","Gastroenterologia","320398164"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Conservação de Áreas Silvestres","318354627"
"Ciências da Saúde","Enfermagem","Enfermagem Obstétrica","316113586"
"Engenharias","Engenharia Biomédica","Modelagem de Sistemas Biológicos","315799562"
"Engenharias","Engenharia de Energia","Energia Eólica","314637554"
"Ciências Exatas e da Terra","Física","Supercondutividade","314607394"
"Ciências Biológicas","Morfologia","Morfologia","312066647"
"Tecnologias","Tecnologias Médicas e da Saúde","Tecnologias Médicas e da Saúde","311741474"
"Ciências Agrárias","Zootecnia","Exigências Nutricionais dos Animais","310789848"
"Ciências Agrárias","Zootecnia","Melhoramento de Plantas Forrageiras e Produção de Sementes","310690186"
"Lingüística, Letras e Artes","Artes","Artes do Vídeo","310489192"
"Ciências Exatas e da Terra","Física","Estruturas Eletrônicas e Propriedades Elétricas de Superfícies; Interf. e Partículas","308291976"
"Ciências Sociais Aplicadas","Turismo","Turismo","307474841"
"Ciências da Saúde","Medicina","Cirurgia Plástica e Restauradora","306643678"
"Lingüística, Letras e Artes","Letras","Línguas Estrangeiras Modernas","302502851"
"Ciências da Saúde","Medicina","Dermatologia","302065204"
"Ciências Exatas e da Terra","Química","Evolução, Sistemática e Ecologia Química","301693951"
"Ciências Exatas e da Terra","Química","Espectroscopia","301282417"
"Engenharias","Engenharia de Transportes","Planejamento e Organização do Sistema de Transporte","300894816"
"Engenharias","Engenharia de Materiais e Metalúrgica","Transformação de Fases","299489870"
"Ciências Exatas e da Terra","Geociências","Climatologia Geográfica","298253715"
"Ciências Humanas","Sociologia","Sociologia do Conhecimento","295930196"
"Engenharias","Engenharia Química","Álcool","295780429"
"Engenharias","Engenharia Elétrica","Conversão e Retificação da Energia Elétrica","293612244"
"Outra",NULL,"Outra","293610756"
"Engenharias","Engenharia Química","Operações Características de Processos Bioquímicos","293515262"
"Ciências Humanas","Arqueologia","Arqueologia","293438309"
"Ciências da Saúde","Farmácia","Bromatologia","292522935"
"Ciências Exatas e da Terra","Geociências","Micrometeorologia","291763467"
"Outra","Ciências Sociais","Ciências Sociais","291383993"
"Ciências Humanas","Filosofia","Metafísica","290657018"
"Ciências da Saúde","Medicina","Pneumologia","289549593"
"Ciências Exatas e da Terra","Física","Física de Plasmas e Descargas Elétricas","288513453"
"Ciências Biológicas","Botânica","Fitogeografia","287165377"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Embalagens de Produtos Alimentares","287017587"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Florestamento e Reflorestamento","286585030"
"Ciências Exatas e da Terra","Oceanografia","Movimento da Água do Mar","285597886"
"Ciências Humanas","Educação","Política Educacional","285061996"
"Ciências Exatas e da Terra","Física","Estrutura de Líquidos e Sólidos; Cristalografia","283702963"
"Ciências Exatas e da Terra","Geociências","Aeronomia","283651900"
"Ciências da Saúde","Enfermagem","Enfermagem de Doenças Contagiosas","283233853"
"Ciências Exatas e da Terra","Química","Separação","282872760"
"Ciências Agrárias","Agronomia","Física do Solo","281387103"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Aproveitamento de Subprodutos","279577215"
"Ciências Exatas e da Terra","Física","Metrologia, Técnicas Gerais de Laboratório, Sistema de Instrumentação","279488123"
"Ciências Exatas e da Terra","Geociências","Petrologia","277275355"
"Ciências Agrárias","Medicina Veterinária","Inseminação Artificial Animal","277185324"
"Ciências Agrárias","Zootecnia","Criação de Animais","276115201"
"Ciências Agrárias","Medicina Veterinária","Patologia Aviária","275024203"
"Ciências Exatas e da Terra","Física","Equação de Estado, Equilíbrio de Fases e Transições de Fase","273309467"
"Ciências Sociais Aplicadas","Demografia","Componentes da Dinâmica Demográfica","273083125"
"Lingüística, Letras e Artes","Lingüística","Lingüística Histórica","270347143"
"Outra","Microeletrônica","Dispositivos","268353673"
"Ciências Humanas","Sociologia","Sociologia da Saúde","268295312"
"Ciências Exatas e da Terra","Geociências","Prospecção Mineral","266526207"
"Engenharias","Engenharia Aeroespacial","Dinâmica de Vôo","265785821"
"Ciências da Saúde","Medicina","Reumatologia","264844198"
"Engenharias","Engenharia de Produção","Ergonomia","264167236"
"Ciências Sociais Aplicadas","Economia","Economia Monetária e Fiscal","262760177"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Maricultura","258398200"
"Ciências Humanas","Psicologia","Psicologia do Ensino e da Aprendizagem","258329509"
"Ciências da Saúde","Odontologia","Ortodontia","258207275"
"Engenharias","Engenharia de Minas","Lavra de Mina Subterrânea","254954484"
"Ciências Exatas e da Terra","Geociências","Metalogenia","253826271"
"Ciências Biológicas","Fisiologia","Fisiologia do Esforço","253461234"
"Ciências Humanas","Geografia","Geografia Agrária","252814999"
"Ciências Agrárias","Zootecnia","Avaliação, Produção e Conservação de Forragens","252711439"
"Engenharias","Engenharia de Materiais e Metalúrgica","Instalações e Equipamentos Metalúrgicos","251832002"
"Tecnologias","Tecnologia da Informação e Comunicação","Tecnologia da Informação e Comunicação","250296648"
"Engenharias","Engenharia Naval e Oceânica","Estruturas Navais e Oceânicas","250226732"
"Engenharias","Defesa","Não informado","248993003"
"Engenharias","Engenharia Civil","Aeroportos; Projeto e Construção","247749889"
"Ciências Exatas e da Terra","Geociências","Hidrogeologia","247258768"
"Engenharias","Engenharia Civil","Portos e Vias Navegáveis; Projeto e Construção","246869303"
"Ciências Humanas","Educação","Currículos Específicos para Níveis e Tipos de Educação","244347154"
"Ciências Agrárias","Zootecnia","Manejo e Conservação de Pastagens","244268313"
"Ciências Sociais Aplicadas","Arquitetura e Urbanismo","Teoria da Arquitetura","243927953"
"Ciências Biológicas","Farmacologia","Farmacologia Autonômica","240416184"
"Engenharias","Engenharia de Materiais e Metalúrgica","Tratamento de Minérios","238924524"
"Lingüística, Letras e Artes","Letras","Não informado","237820395"
"Engenharias","Engenharia Mecânica","Controle Ambiental","237152354"
"Ciências Exatas e da Terra","Geociências","Geologia Regional","236297431"
"Outra","Multidisciplinar","Não informado","236028935"
"Ciências Biológicas","Bioquímica","Não informado","235707280"
"Ciências Sociais Aplicadas","Economia","Métodos e Modelos Matemáticos, Econométricos e Estatísticos","235362745"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Economia Florestal","233876459"
"Ciências da Saúde","Odontologia","Radiologia Odontológica","232885037"
"Ciências da Saúde","Medicina","Cirurgia Cardiovascular","232155214"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Carcinocultura","231799881"
"Ciências Humanas","Psicologia","Intervenção Terapêutica","231218153"
"Ciências Humanas","Educação","Avaliação de Sistemas, Instituições, Planos e Programas Educacionais","229099166"
"Ciências Humanas","Psicologia","Processos de Aprendizagem, Memória e Motivação","227332912"
"Engenharias","Engenharia Sanitária","Ecologia Aplicada a Engenharia Sanitária","227246542"
"Engenharias","Engenharia Química","Produtos Naturais","227057105"
"Ciências da Saúde","Nutrição","Nutrição","226920096"
"Engenharias","Engenharia Civil","Ferrovias; Projetos e Construção","226850190"
"Engenharias","Engenharia Civil","Mecânicas das Rochas","226187926"
"Engenharias","Engenharia Química","Medicamentos","223460612"
"Tecnologias","Desenvolvimento Tecnológico e Industrial","Desenvolvimento Tecnológico e Industrial","220002140"
"Ciências da Saúde","Medicina","Cirurgia Otorrinolaringológica","219809557"
"Ciências Humanas","História","História do Brasil Colônia","219716174"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Fisiologia Pós-Colheita","219693627"
"Ciências Humanas","Geografia","Análise Regional","219096994"
"Engenharias","Engenharia Aeroespacial","Aerodinâmica de Aeronaves Espaciais","218014525"
"Ciências Exatas e da Terra","Física","Inf. sobre Átomos e Moléculas Obtidos Experimentalmente; Instrumentação e Técnicas","217960226"
"Ciências Biológicas","Zoologia","Fisiologia dos Grupos Recentes","217386558"
"Ciências Agrárias","Agronomia","Floricultura, Parques e Jardins","216968031"
"Engenharias","Engenharia Sanitária","Técnicas Convencionais de Tratamento de Águas","215876960"
"Ciências Exatas e da Terra","Física","Processos de Colisão e Interações de Átomos e Moléculas","215762448"
"Ciências Biológicas","Parasitologia","Protozoologia Parasitária Animal","215203957"
"Ciências Sociais Aplicadas","Demografia","Demografia","214868980"
"Tecnologias","Meio Ambiente e Sustentabilidade","Meio Ambiente e Sustentabilidade","214738000"
"Engenharias","Engenharia de Materiais e Metalúrgica","Hidrometalurgia","213998732"
"Tecnologias","Biotecnologia","Biotecnologia","212750600"
"Lingüística, Letras e Artes","Letras","Literaturas Clássicas","210567280"
"Ciências Exatas e da Terra","Matemática","Matemática Discreta e Combinatória","209417542"
"Engenharias","Engenharia de Energia","Uso Eficiente de Energia","208326521"
"Engenharias","Engenharia Elétrica","Instalações Elétricas e Industriais","206819584"
"Engenharias","Engenharia de Energia","Energia Solar Fotovoltáica","206479949"
"Engenharias","Engenharia Naval e Oceânica","Tecnologia de Construção Naval e de Sistemas Oceânicos","206125785"
"Ciências Agrárias","Zootecnia","Não informado","204692400"
"Engenharias","Engenharia Aeroespacial","Estabilidade e Controle","203465451"
"Engenharias","Engenharia de Transportes","Engenharia de Transportes","203450536"
"Ciências Exatas e da Terra","Química","Métodos Óticos de Análise","203350052"
