"ano","cidade","pais","total"
"2019","Stanford","EUA - Estados Unidos","252423"
"2019","Duque de Caxias","BRA - Brasil","252400"
"2019","Delft","HOL - Holanda","250517"
"2019","Brisbane","AUS - Austrália","247535"
"2019","Arraial do Cabo","BRA - Brasil","246101"
"2019","Grenoble","FRA - França","245885"
"2019","Maputo","MBQ - Moçambique","245758"
"2019","Swansea","GAL - Gales","245407"
"2019","Ames","EUA - Estados Unidos","240624"
"2019","Karlsruhe","RFA - Alemanha","239222"
"2019","Brussels","BEL - Bélgica","238991"
"2019","Joaçaba","BRA - Brasil","236940"
"2019","Adelaide","AUS - Austrália","235990"
"2019","Canterbury","ING - Inglaterra","234666"
"2019","Davis","EUA - Estados Unidos","232120"
"2019","Santa Rita do Sapucaí","BRA - Brasil","228409"
"2019","Nanterre","FRA - França","227736"
"2019","Taubaté","BRA - Brasil","225100"
"2019","Nova Odessa","BRA - Brasil","225039"
"2019","Frankfurt","RFA - Alemanha","223421"
"2019","Braunschweig","RFA - Alemanha","222986"
"2019",NULL,"RFA - Alemanha","222448"
"2019","Baton Rouge","EUA - Estados Unidos","221933"
"2019","Ann Arbor","EUA - Estados Unidos","221794"
"2019","Fort Collins","EUA - Estados Unidos","221769"
"2019","Leipzig","RFA - Alemanha","209392"
"2019","Covilhã","POR - Portugal","205262"
"2019","Ottawa","CAN - Canadá","204796"
"2019","Pullman","EUA - Estados Unidos","201741"
"2019","Calgary","CAN - Canadá","199943"
"2019","Seattle","EUA - Estados Unidos","197927"
"2019","Lincoln","EUA - Estados Unidos","197864"
"2019","Bologna","ITA - Itália","196800"
"2019","Waterloo","CAN - Canadá","196343"
"2019","Lexington","EUA - Estados Unidos","195544"
"2019","Norwich","ING - Inglaterra","193896"
"2019","Itu","BRA - Brasil","193500"
"2019","Baltimore","EUA - Estados Unidos","191684"
"2019","Garanhuns","BRA - Brasil","189500"
"2019","Dresden","RFA - Alemanha","188690"
"2019","Cardiff","GAL - Gales","188618"
"2019","Itaguaí","BRA - Brasil","188100"
"2019","Guelph","CAN - Canadá","187789"
"2019","Valencia","ESP - Espanha","187112"
"2019","Araçatuba","BRA - Brasil","186000"
"2019","Tempe","EUA - Estados Unidos","185273"
"2019","Umuarama","BRA - Brasil","180500"
"2019","Tucson","EUA - Estados Unidos","180436"
"2019","Pouso Alegre","BRA - Brasil","180040"
"2019","Berkeley","EUA - Estados Unidos","175142"
"2019","Cordeirópolis","BRA - Brasil","173400"
"2019","Areia","BRA - Brasil","170384"
"2019","Cadiz","ESP - Espanha","169843"
"2019","Jacarezinho","BRA - Brasil","169590"
"2019","Saint-Denis","FRA - França","167090"
"2019","Paranavaí","BRA - Brasil","164396"
"2019","Macaé","BRA - Brasil","161757"
"2019","Pittsburgh","EUA - Estados Unidos","160406"
"2019","Champaign","EUA - Estados Unidos","160193"
"2019","Mafra","BRA - Brasil","159400"
"2019","Nijmegen","HOL - Holanda","157939"
"2019","Halifax","CAN - Canadá","157605"
"2019","Copenhagen","DIN - Dinamarca","156324"
"2019","Colombo","BRA - Brasil","154400"
"2019","Corvallis","EUA - Estados Unidos","154190"
"2019","Araras","BRA - Brasil","151398"
"2019","Olinda","BRA - Brasil","151300"
"2019","Lages","BRA - Brasil","150900"
"2019","Rotterdam","HOL - Holanda","150257"
"2019","São Vicente","BRA - Brasil","148000"
"2019","Knoxville","EUA - Estados Unidos","147885"
"2019","Groningen","HOL - Holanda","147721"
"2019","Wurzburg","RFA - Alemanha","147665"
"2019","Glasgow","ESC - Escócia","146364"
"2019","Golden","EUA - Estados Unidos","145741"
"2019","MADISON WI","EUA - Estados Unidos","142751"
"2019","São João da Boa Vista","BRA - Brasil","142600"
"2019","York","ING - Inglaterra","139928"
"2019","Maynooth","IRL - Irlanda","139467"
"2019","Sevilla","ESP - Espanha","138859"
"2019","Pisa","ITA - Itália","138610"
"2019","Exeter","ING - Inglaterra","138445"
"2019","Tokyo","JAP - Japão","136288"
"2019","Tarragona","ESP - Espanha","135024"
"2019","Nice","FRA - França","134667"
"2019","Bethesda","EUA - Estados Unidos","134449"
"2019","Auckland","NZL - Nova Zelândia","133646"
"2019","Aachen","RFA - Alemanha","131793"
"2019","Juazeiro","BRA - Brasil","131600"
"2019","Aberdeen","ESC - Escócia","128739"
"2019","Zurich","SUI - Suiça","128671"
"2019","Valladolid","ESP - Espanha","128550"
"2019","Oldenburg","RFA - Alemanha","126743"
"2019","Coventry","ING - Inglaterra","124767"
"2019","Stockholm","SUE - Suécia","124615"
"2019","Vienna","AUT - Austria","124406"
"2019","Stillwater","EUA - Estados Unidos","124180"
"2019","Vigo","ESP - Espanha","124082"
"2019","Durham","EUA - Estados Unidos","123643"
"2019","Townsville","AUS - Austrália","120323"
"2019",NULL,"MEX - México","119627"
"2019","Bozeman","EUA - Estados Unidos","118484"
"2019","Mainz","RFA - Alemanha","118266"
"2019","Coral Gables","EUA - Estados Unidos","117850"
"2019","Mateus Leme","BRA - Brasil","117730"
"2019","Rueil-Malmaison","FRA - França","117568"
"2019","Winnipeg","CAN - Canadá","115880"
"2019","Guimarães","POR - Portugal","112448"
"2019","Hannover","RFA - Alemanha","112385"
"2019","Salamanca","ESP - Espanha","111530"
"2019","Boston","EUA - Estados Unidos","110330"
"2019","Leiden","HOL - Holanda","109903"
"2019","Macaíba","BRA - Brasil","109900"
"2019","Vitória de Santo Antão","BRA - Brasil","107328"
"2019",NULL,"AUS - Austrália","106869"
"2019","Athens","EUA - Estados Unidos","105937"
"2019","Portland","EUA - Estados Unidos","105457"
"2019","Almenara","BRA - Brasil","104348"
"2019","Valinhos","BRA - Brasil","104300"
"2019","Cruz Alta","BRA - Brasil","104028"
"2019","Columbia","EUA - Estados Unidos","102896"
"2019","Vinhedo","BRA - Brasil","102500"
"2019","Albany","EUA - Estados Unidos","101937"
"2019","Zaragoza","ESP - Espanha","101748"
"2019","Sete Lagoas","BRA - Brasil","101100"
"2019","Minneapolis","EUA - Estados Unidos","100682"
"2019","Teófilo Otoni","BRA - Brasil","100600"
"2019","Kent","EUA - Estados Unidos","100380"
"2019","Pato Branco","BRA - Brasil","100000"
"2019","Utrecht","HOL - Holanda","99297"
"2019","Helsinki","FIN - Finlândia","98394"
"2019","Indianapolis","EUA - Estados Unidos","98044"
"2019","Denton","EUA - Estados Unidos","97259"
"2019","Unaí","BRA - Brasil","96900"
"2019","San Francisco","EUA - Estados Unidos","96681"
"2019","Florence","ITA - Itália","96151"
"2019","Nova Santa Rita","BRA - Brasil","96000"
"2019","Girona","ESP - Espanha","95399"
"2019","Poitiers","FRA - França","94662"
"2019",NULL,"POL - Polônia","93761"
"2019","Puerto Real","ESP - Espanha","93678"
"2019","Orange","EUA - Estados Unidos","93660"
"2019","New Brunswick","EUA - Estados Unidos","93044"
"2019","Amherst","EUA - Estados Unidos","93044"
"2019","Troy","EUA - Estados Unidos","93044"
"2019","Odense","DIN - Dinamarca","90871"
"2019","Saskatoon","CAN - Canadá","90658"
"2019","Montpellier","FRA - França","87792"
"2019","Volta Redonda","BRA - Brasil","87000"
"2019","Burlington","EUA - Estados Unidos","85957"
"2019","Fredericton","CAN - Canadá","85899"
"2019","Le Mans","FRA - França","84440"
"2019","Cranfield","ING - Inglaterra","83502"
"2019","Santa Barbara","EUA - Estados Unidos","83476"
"2019","Leuven","BEL - Bélgica","83200"
"2019","Barbosa Ferraz","BRA - Brasil","83000"
"2019","Contagem","BRA - Brasil","82800"
"2019","Nantes","FRA - França","82782"
"2019","Bochum","RFA - Alemanha","82674"
"2019","Wollongong","AUS - Austrália","82302"
"2019","Harpenden","ING - Inglaterra","80822"
"2019","Marburg","RFA - Alemanha","80090"
"2019",NULL,"FIN - Finlândia","79759"
"2019","Jouy-en-Josas","FRA - França","79759"
"2019","Alegre","BRA - Brasil","79200"
"2019","Meyrin","SUI - Suiça","79031"
"2019",NULL,"NGA - Nigéria","78228"
"2019","Uppsala","SUE - Suécia","77996"
"2019","Sherbrooke","CAN - Canadá","77892"
"2019","Milwaukee","EUA - Estados Unidos","77234"
"2019","Orsay","FRA - França","76845"
"2019","Cape Town","AFS - África do Sul","74623"
"2019","Tupã","BRA - Brasil","74161"
"2019","Midlothian","ESC - Escócia","73544"
"2019","São José dos Pinhais","BRA - Brasil","73500"
"2019","Nova Friburgo","BRA - Brasil","73000"
"2019","Tulsa","EUA - Estados Unidos","72588"
"2019","Frederico Westphalen","BRA - Brasil","72500"
"2019","Aberystwyth","GAL - Gales","72045"
"2019","Villeneuve-d'Ascq","FRA - França","71760"
"2019","Lemont","EUA - Estados Unidos","71228"
"2019","Providence","EUA - Estados Unidos","70643"
"2019","Erlangen","RFA - Alemanha","70234"
"2019","Brighton","ING - Inglaterra","69920"
"2019","Cruz Quebrada","POR - Portugal","67636"
"2019","Dallas","EUA - Estados Unidos","67441"
"2019","Arapiraca","BRA - Brasil","67300"
"2019","Conchal","BRA - Brasil","66000"
"2019","Imperatriz","BRA - Brasil","66000"
"2019","Bournemouth","ING - Inglaterra","65880"
"2019","Norman","EUA - Estados Unidos","65438"
"2019","Alcalá De Henares","ESP - Espanha","65144"
"2019","Poznan","POL - Polônia","64921"
"2019","Vassouras","BRA - Brasil","64400"
"2019","Clermont-Ferrand","FRA - França","64301"
"2019","Pessac","FRA - França","64179"
"2019","Concórdia","BRA - Brasil","63200"
"2019","Tabernas","ESP - Espanha","62680"
"2019","Mendoza","ARG - Argentina","62136"
"2019","Leicester","ING - Inglaterra","61865"
"2019","Jataí","BRA - Brasil","61400"
"2019","Saint-Aubin","FRA - França","60395"
"2019","Tours","FRA - França","60027"
"2019","Caruaru","BRA - Brasil","59900"
"2019","Iowa","EUA - Estados Unidos","59523"
"2019","Auburn","EUA - Estados Unidos","59380"
"2019","Corumbá","BRA - Brasil","59272"
"2019",NULL,"SUE - Suécia","59257"
"2019","Kansas City","EUA - Estados Unidos","59166"
"2019","Honolulu","EUA - Estados Unidos","58935"
"2019","Arlington","EUA - Estados Unidos","58935"
"2019","Evanston","EUA - Estados Unidos","58925"
"2019","Tübingen","RFA - Alemanha","58842"
"2019","Jaguaribara","BRA - Brasil","58600"
"2019","Belfast","IRN - Irlanda do Norte","58525"
"2019","Lulea","SUE - Suécia","58447"
"2019","Ibadan","NGA - Nigéria","57344"
"2019","Regina","CAN - Canadá","57326"
"2019","Surrey","ING - Inglaterra","57165"
"2019","Newark","EUA - Estados Unidos","56157"
"2019","A Coruna","ESP - Espanha","55478"
"2019","Rennes","FRA - França","55296"
"2019","Dundee","ESC - Escócia","54898"
"2019","Peshawar","PAQ - Paquistão","54321"
"2019","Santa Bárbara d'Oeste","BRA - Brasil","53980"
"2019","Kiel","RFA - Alemanha","53453"
"2019","Três Lagoas","BRA - Brasil","53212"
"2019","Worcester","EUA - Estados Unidos","53126"
"2019","Washington, D. C.","EUA - Estados Unidos","53083"
"2019","São Sebastião","BRA - Brasil","52800"
"2019","Richardson","EUA - Estados Unidos","52724"
"2019",NULL,"HOL - Holanda","52705"
"2019","Padova","ITA - Itália","52661"
"2019","Cachoeira Paulista","BRA - Brasil","52600"
"2019","Freiburg","RFA - Alemanha","51818"
"2019","Cork","IRL - Irlanda","51791"
"2019","Parnaíba","BRA - Brasil","51700"
"2019","Blacksburg","EUA - Estados Unidos","51233"
"2019","Mexico City","MEX - México","51122"
"2019","Boa Viagem","BRA - Brasil","50400"
"2019","Greifswald","RFA - Alemanha","50179"
"2019","Serra Talhada","BRA - Brasil","49550"
"2019","Itumbiara","BRA - Brasil","49200"
"2019","Salzburg","AUT - Austria","48218"
"2019",NULL,"DIN - Dinamarca","47815"
"2019","Dübendorf","SUI - Suiça","47734"
"2019","Campo Mourão","BRA - Brasil","47400"
"2019","Eindhoven","HOL - Holanda","46615"
"2019","Kaiserslautern","RFA - Alemanha","46544"
"2019","Kalamazoo","EUA - Estados Unidos","46522"
"2019","Clemson","EUA - Estados Unidos","46522"
"2019","Forest Grove","EUA - Estados Unidos","46522"
"2019","Fargo","EUA - Estados Unidos","46522"
"2019","Duluth","EUA - Estados Unidos","46522"
"2019","Dearborn","EUA - Estados Unidos","46522"
"2019","Logan","EUA - Estados Unidos","46460"
"2019","Brusque","BRA - Brasil","46100"
"2019","Gotemburgo","SUE - Suécia","46086"
"2019","Lund","SUE - Suécia","45801"
"2019","Oulu","FIN - Finlândia","45298"
"2019","Palmerston North","NZL - Nova Zelândia","45168"
"2019","Santa Cruz","EUA - Estados Unidos","44904"
"2019","Essen","RFA - Alemanha","44781"
"2019","Napoli","ITA - Itália","44504"
"2019","Arapongas","BRA - Brasil","44500"
"2019","Boituva","BRA - Brasil","43910"
"2019","Notre Dame","EUA - Estados Unidos","43894"
"2019","Cocal","BRA - Brasil","42950"
"2019","Bloomington","EUA - Estados Unidos","42916"
"2019","Sandy Bay","AUS - Austrália","42657"
"2019","Cajamar","BRA - Brasil","42500"
"2019","Dracena","BRA - Brasil","42200"
"2019","Cergy-Pontoise","FRA - França","41440"
"2019","Morgantown","EUA - Estados Unidos","41367"
"2019","Saarbrücken","RFA - Alemanha","41129"
"2019","Heidelberg","RFA - Alemanha","41052"
"2019","João Monlevade","BRA - Brasil","41000"
"2019","North Dartmouth","EUA - Estados Unidos","40965"
"2019","Normal","EUA - Estados Unidos","40520"
"2019","San Martin","ARG - Argentina","40460"
"2019","Araguaína","BRA - Brasil","40400"
"2019","Formiga","BRA - Brasil","40203"
"2019","Torino","ITA - Itália","40165"
"2019","Dunkerque","FRA - França","40111"
"2019","Orleans","BRA - Brasil","40000"
"2019","Syracuse","EUA - Estados Unidos","39891"
"2019","St Andrews","ESC - Escócia","39653"
"2019","Araranguá","BRA - Brasil","39633"
"2019","São Mateus","BRA - Brasil","39600"
"2019","Boulder","EUA - Estados Unidos","39407"
"2019","Governador Valadares","BRA - Brasil","39170"
"2019","Detroit","EUA - Estados Unidos","39034"
"2019","Winston-Salem","EUA - Estados Unidos","38733"
"2019","Aracruz","BRA - Brasil","38000"
"2019","Mauá","BRA - Brasil","38000"
"2019","Ipojuca","BRA - Brasil","37500"
"2019","Itabaiana","BRA - Brasil","37400"
"2019","Campo Limpo Paulista","BRA - Brasil","37400"
"2019","Medianeira","BRA - Brasil","37400"
"2019","Murcia","ESP - Espanha","36508"
"2019","Raleigh","EUA - Estados Unidos","36369"
"2019","Charlottesville","EUA - Estados Unidos","36369"
"2019","Halle","RFA - Alemanha","35521"
"2019","Três Marias","BRA - Brasil","35500"
"2019","Urutaí","BRA - Brasil","35450"
"2019","Farias Brito","BRA - Brasil","35200"
"2019","Lethbridge","CAN - Canadá","34390"
"2019","Cornélio Procópio","BRA - Brasil","34100"
"2019","Quixadá","BRA - Brasil","33600"
"2019","Ingolstadt","RFA - Alemanha","33562"
"2019","Erechim","BRA - Brasil","33400"
"2019","Halmstad","SUE - Suécia","33340"
"2019","Guanambi","BRA - Brasil","33200"
"2019","La Serena","CHL - Chile","32966"
"2019","Teresópolis","BRA - Brasil","32800"
"2019","Limoeiro do Norte","BRA - Brasil","32800"
"2019","Sumé","BRA - Brasil","32600"
"2019","Magdeburg","RFA - Alemanha","32037"
"2019","Paterna","ESP - Espanha","31617"
"2019","Greensboro","EUA - Estados Unidos","31140"
"2019",NULL,"CUB - Cuba","31128"
"2019","Addis Ababa","ETP - Etiópia","31128"
"2019","Konstanz","RFA - Alemanha","30960"
"2019",NULL,"ARL - Argélia","30914"
"2019","Bielefeld","RFA - Alemanha","30784"
"2019","Viedma","ARG - Argentina","30684"
"2019","Brest","FRA - França","30634"
"2019","Jaguariúna","BRA - Brasil","30000"
"2019","Indaiatuba","BRA - Brasil","30000"
"2019","Oxford","EUA - Estados Unidos","29905"
"2019","Rostock","RFA - Alemanha","29871"
"2019","Bonn","RFA - Alemanha","29849"
"2019","Betim","BRA - Brasil","29800"
"2019","Aracati","BRA - Brasil","29400"
"2019","Verona","ITA - Itália","29043"
"2019","Adamantina","BRA - Brasil","28800"
"2019","Waterford","IRL - Irlanda","27702"
"2019","Mucuri","BRA - Brasil","27500"
"2019","Chemnitz","RFA - Alemanha","27125"
"2019","Ibiporã","BRA - Brasil","27000"
"2019","Três de Maio","BRA - Brasil","26000"
"2019","Trondheim","NOR - Noruega","25798"
"2019","Reading","ING - Inglaterra","25755"
"2019","São Gonçalo","BRA - Brasil","25713"
"2019","Batatais","BRA - Brasil","25200"
"2019","Alumínio","BRA - Brasil","25000"
"2019","Lugano","SUI - Suiça","24922"
"2019","Augsburg","RFA - Alemanha","24313"
"2019","Lemgo","RFA - Alemanha","24313"
"2019","Hamburg","RFA - Alemanha","24313"
"2019","Mannheim","RFA - Alemanha","24313"
"2019","Modena","ITA - Itália","24301"
"2019","Bom Jesus","BRA - Brasil","24200"
"2019","Itapeva","BRA - Brasil","24200"
"2019","Alto Alegre","BRA - Brasil","24200"
"2019","Saint-Martin-d'Heres","FRA - França","24184"
"2019","Mansfield","EUA - Estados Unidos","23619"
"2019","Hamilton","CAN - Canadá","23611"
"2019","Thunder Bay","CAN - Canadá","22946"
"2019","Fortaleza de Minas","BRA - Brasil","22500"
"2019","Nova Lima","BRA - Brasil","22400"
"2019","Acaraú","BRA - Brasil","22200"
"2019","College Park","EUA - Estados Unidos","22097"
"2019","Catalão","BRA - Brasil","22000"
"2019","Chapel Hill","EUA - Estados Unidos","21408"
"2019","Trois-Rivieres","CAN - Canadá","20773"
"2019","Graz","AUT - Austria","20468"
"2019","Castelldefels","ESP - Espanha","20419"
"2019","Urupema","BRA - Brasil","20000"
"2019","Sophia Antipolis","FRA - França","18544"
"2019","Parma","ITA - Itália","18544"
"2019","Toledo","ESP - Espanha","18544"
"2019","Codó","BRA - Brasil","18000"
"2019","Capivari","BRA - Brasil","18000"
"2019","Paracambi","BRA - Brasil","18000"
"2019","Huelva","ESP - Espanha","17739"
"2019","Debrecen","HUN - Hungria","17666"
"2019","San Sebastian","ESP - Espanha","17624"
"2019","Ji-Paraná","BRA - Brasil","17600"
"2019","Maracanaú","BRA - Brasil","17500"
"2019","Toowoomba","AUS - Austrália","17315"
"2019","Paulista","BRA - Brasil","17200"
"2019","Itaituba","BRA - Brasil","17200"
"2019","Araioses","BRA - Brasil","17000"
"2019","Sinop","BRA - Brasil","16800"
"2019","Lyngby","DIN - Dinamarca","15668"
"2019","Caxias","BRA - Brasil","15660"
"2019","Nova Iguaçu","BRA - Brasil","15400"
"2019","Rolândia","BRA - Brasil","15000"
"2019","Matinha","BRA - Brasil","15000"
"2019","Atibaia","BRA - Brasil","14700"
"2019","Caçador","BRA - Brasil","14000"
"2019","Salto","BRA - Brasil","13700"
"2019","Chasseneuil-du-Poitou","FRA - França","13220"
"2019","Resende","BRA - Brasil","13200"
"2019","Pombal","BRA - Brasil","13200"
"2019","Ribeirão Bonito","BRA - Brasil","13200"
"2019","Registro","BRA - Brasil","13200"
"2019","Rosana","BRA - Brasil","13200"
"2019","Curitibanos","BRA - Brasil","13200"
"2019","Bern","SUI - Suiça","13000"
"2019","Castanhal","BRA - Brasil","11000"
"2019","Farroupilha","BRA - Brasil","11000"
"2019",NULL,"FRA - França","10843"
"2019","Suzano","BRA - Brasil","10700"
"2019","Karlskrona","SUE - Suécia","10676"
"2019","Salinas","BRA - Brasil","10572"
"2019","Fayetteville","EUA - Estados Unidos","10277"
"2019","Santiago de Cuba","CUB - Cuba","10121"
"2019","Victoria","CAN - Canadá","10000"
"2019","Wuppertal","RFA - Alemanha","10000"
"2019",NULL,"ITA - Itália","10000"
"2019","Afogados da Ingazeira","BRA - Brasil","10000"
"2019","Seabra","BRA - Brasil","10000"
"2019","Angra dos Reis","BRA - Brasil","9980"
"2019","Catanduva","BRA - Brasil","9900"
"2019","Iguatu","BRA - Brasil","9600"
"2019","Dunedin","NZL - Nova Zelândia","9500"
"2019",NULL,"CHL - Chile","9000"
"2019","Cordoba","ARG - Argentina","8740"
"2019","Rorainópolis","BRA - Brasil","8600"
"2019",NULL,"IND - Índia","8419"
"2019","Colatina","BRA - Brasil","8327"
"2019","Alvorada","BRA - Brasil","8200"
"2019","Oakland","EUA - Estados Unidos","8000"
"2019","Villetaneuse","FRA - França","7013"
"2019","Bragança","POR - Portugal","7000"
"2019","Évora","POR - Portugal","7000"
"2019","Valença","BRA - Brasil","7000"
"2019","Palaiseau","FRA - França","7000"
"2019",NULL,"ROM - Romênia","7000"
"2019","Jena","RFA - Alemanha","7000"
"2019","Miami","EUA - Estados Unidos","6815"
"2019","Faverges","FRA - França","6660"
"2019","Missoula","EUA - Estados Unidos","6507"
"2019","Jacareí","BRA - Brasil","6500"
"2019","Santiago de Compostela","ESP - Espanha","6500"
"2019","Bremerhaven","RFA - Alemanha","6408"
"2019","Granada","ESP - Espanha","6128"
"2019",NULL,"PAN - Panamá","6000"
"2019","Barra Mansa","BRA - Brasil","6000"
"2019","Rio das Ostras","BRA - Brasil","6000"
"2019","Eunápolis","BRA - Brasil","6000"
"2019","Telêmaco Borba","BRA - Brasil","6000"
"2019",NULL,"EUA - Estados Unidos","6000"
"2019","Breda","HOL - Holanda","6000"
"2019","Serra","BRA - Brasil","5800"
"2019","Paudalho","BRA - Brasil","5800"
"2019","Pavia","ITA - Itália","5768"
"2019","Dortmund","RFA - Alemanha","5649"
"2019","Patrocínio","BRA - Brasil","5600"
"2019","Camocim","BRA - Brasil","5600"
"2019","Huddersfield","ING - Inglaterra","5500"
"2019","Rio Pomba","BRA - Brasil","5460"
"2019","Iporá","BRA - Brasil","5400"
"2019","Orlando","EUA - Estados Unidos","5000"
"2019",NULL,"CRC - Costa Rica","5000"
"2019","Limoges","FRA - França","5000"
"2019","St. Catharines","CAN - Canadá","5000"
"2019","Nagasaki","JAP - Japão","5000"
"2019","Simonésia","BRA - Brasil","5000"
"2019","Canela","BRA - Brasil","5000"
"2019","Zagreb","CRO - Croácia","5000"
"2019","JONKOPING","SUE - Suécia","5000"
"2019","Frederiksberg","DIN - Dinamarca","5000"
"2019","Janaúba","BRA - Brasil","5000"
"2019","Araucária","BRA - Brasil","5000"
"2019","Crateús","BRA - Brasil","4800"
"2019","Barreiros","BRA - Brasil","4780"
"2019","Palermo","ITA - Itália","4700"
"2019","Venice","ITA - Itália","4500"
"2019","Quito","EQU - Equador","4500"
"2019","Champs-sur-Marne","FRA - França","4500"
"2019","Presidente Epitácio","BRA - Brasil","4400"
"2019","Arraias","BRA - Brasil","4186"
"2019","Gif-sur-Yvette","FRA - França","4000"
"2019","Confresa","BRA - Brasil","4000"
"2019","Rochester","EUA - Estados Unidos","3861"
"2019","Lausanne","SUI - Suiça","3620"
"2019","Pomerode","BRA - Brasil","3000"
"2019","Arcoverde","BRA - Brasil","2800"
"2019","Apucarana","BRA - Brasil","2200"
"2019","Ceres","BRA - Brasil","2200"
"2019","Dois Vizinhos","BRA - Brasil","2200"
"2019","Jequié","BRA - Brasil","2200"
"2019","Montanha","BRA - Brasil","2100"
"2019","Marechal Deodoro","BRA - Brasil","2000"
"2019","Videira","BRA - Brasil","1600"
"2019","Igarapé-Miri","BRA - Brasil","1500"
"2019","León","ESP - Espanha","736"
"2019","Goianésia","BRA - Brasil","400"
"2019","East Lansing","EUA - Estados Unidos","0"
"2019","Menlo Park","EUA - Estados Unidos","0"
"2019","Besancon","FRA - França","0"
"2021","São Paulo","BRA - Brasil","210783636.14"
"2021","Rio de Janeiro","BRA - Brasil","172216684.80"
"2021","Porto Alegre","BRA - Brasil","61414149.09"
"2021","Campinas","BRA - Brasil","56633680.94"
"2021","Belo Horizonte","BRA - Brasil","50746588.89"
"2021","Brasília","BRA - Brasil","44941110.16"
"2021","Recife","BRA - Brasil","38102083.81"
"2021","Florianópolis","BRA - Brasil","35297713.63"
"2021","Curitiba","BRA - Brasil","28144272.92"
"2021","São Carlos","BRA - Brasil","25902338.42"
"2021","São José dos Campos","BRA - Brasil","25096202.19"
"2021","Fortaleza","BRA - Brasil","22402648.33"
"2021","Ribeirão Preto","BRA - Brasil","21100315.95"
"2021","Viçosa","BRA - Brasil","19075186.78"
"2021","Salvador","BRA - Brasil","19049953.55"
"2021","Belém","BRA - Brasil","18885172.18"
"2021","Goiânia","BRA - Brasil","18220100.20"
"2021","Niterói","BRA - Brasil","15705010.35"
"2021","João Pessoa","BRA - Brasil","14230112.00"
"2021","Manaus","BRA - Brasil","12189500.80"
"2021","Santa Maria","BRA - Brasil","11966227.79"
"2021","Natal","BRA - Brasil","11866789.90"
"2021","Campina Grande","BRA - Brasil","10489618.00"
"2021","Maringá","BRA - Brasil","10322761.49"
"2021","Lavras","BRA - Brasil","9968617.60"
"2021","Uberlândia","BRA - Brasil","8754661.24"
"2021","Pelotas","BRA - Brasil","8319463.00"
"2021","Vitória","BRA - Brasil","7848098.87"
"2021","Piracicaba","BRA - Brasil","7698769.34"
"2021","Teresina","BRA - Brasil","6511070.00"
"2021","Londrina","BRA - Brasil","6490289.50"
"2021","Campo Grande","BRA - Brasil","6251837.90"
"2021","Maceió","BRA - Brasil","4803990.00"
"2021","Cuiabá","BRA - Brasil","4798137.00"
"2021","São Cristóvão","BRA - Brasil","4630240.00"
"2021","São Leopoldo","BRA - Brasil","4604678.40"
"2021","Juiz de Fora","BRA - Brasil","4481679.00"
"2021","Petrópolis","BRA - Brasil","4388285.10"
"2021","Seropédica","BRA - Brasil","4362354.00"
"2021","São Luís","BRA - Brasil","4132185.54"
"2021","Rio Grande","BRA - Brasil","4063919.55"
"2021","Campos dos Goytacazes","BRA - Brasil","3931074.90"
"2021","Ouro Preto","BRA - Brasil","3560004.07"
"2021","Santo André","BRA - Brasil","3470874.00"
"2021","Araraquara","BRA - Brasil","3154248.00"
"2021","Itajubá","BRA - Brasil","2809340.67"
"2021","Palmas","BRA - Brasil","2680628.38"
"2021","Botucatu","BRA - Brasil","2603668.00"
"2021","Cascavel","BRA - Brasil","2459638.00"
"2021","Novo Hamburgo","BRA - Brasil","2427258.00"
"2021","Mossoró","BRA - Brasil","2264318.00"
"2021","Jaboticabal","BRA - Brasil","2158994.00"
"2021","Dourados","BRA - Brasil","2145396.00"
"2021","Ponta Grossa","BRA - Brasil","2100888.00"
"2021","Ilhéus","BRA - Brasil","2019334.00"
"2021","Caxias do Sul","BRA - Brasil","1841263.62"
"2021","São João del Rei","BRA - Brasil","1813004.00"
"2021","London","ING - Inglaterra","1776487.03"
"2021","Feira de Santana","BRA - Brasil","1647502.00"
"2021","Santa Teresa","BRA - Brasil","1535410.00"
"2021","Petrolina","BRA - Brasil","1462933.00"
"2021","Osasco","BRA - Brasil","1450500.00"
"2021","Uberaba","BRA - Brasil","1439255.90"
"2021","Porto Velho","BRA - Brasil","1429779.52"
"2021","Cruz das Almas","BRA - Brasil","1377300.00"
"2021","São José do Rio Preto","BRA - Brasil","1333982.00"
"2021","Tefé","BRA - Brasil","1321040.00"
"2021","Bauru","BRA - Brasil","1282796.00"
"2021","Guarapuava","BRA - Brasil","1268507.00"
"2021","Diamantina","BRA - Brasil","1253966.00"
"2021","Vitória da Conquista","BRA - Brasil","1245942.00"
"2021","Aracaju","BRA - Brasil","1243248.00"
"2021","Rio Claro","BRA - Brasil","1192412.00"
"2021","Paris","FRA - França","1178566.91"
"2021","Alfenas","BRA - Brasil","1153930.00"
"2021","Itajaí","BRA - Brasil","1141200.00"
"2021","Blumenau","BRA - Brasil","1127500.00"
"2021","Alegre","BRA - Brasil","1111750.00"
"2021","Ananindeua","BRA - Brasil","1086500.00"
"2021","Bagé","BRA - Brasil","1038327.00"
"2021","Rio Branco","BRA - Brasil","1009361.20"
"2021","Presidente Prudente","BRA - Brasil","1004752.00"
"2021","Macapá","BRA - Brasil","966353.00"
"2021","Montes Claros","BRA - Brasil","929596.00"
"2021","Criciúma","BRA - Brasil","928674.00"
"2021","Passo Fundo","BRA - Brasil","889058.00"
